3.10133500 0.00000000 3.10133500 0.00000000
3.11935208 -0.85718899 3.23498538 -0.26817759
3.17153405 -1.74087765 3.61791145 -0.50200377
3.26222019 -2.67976689 4.22175688 -0.68768700
3.39749822 -3.71056987 5.03103597 -0.82941426
3.58738022 -4.87876257 6.05570978 -0.93676632
3.84758031 -6.25063328 7.33991080 -1.01902105
4.20506757 -7.92665724 8.97298658 -1.08304985
4.70311642 -10.07032191 11.11443599 -1.13387297
5.42143420 -12.96948355 14.05700723 -1.17485717
6.51779717 -17.19124233 18.38533363 -1.20840562
8.35653930 -24.03789434 25.44901007 -1.23622529
11.99662922 -37.30167654 39.18334066 -1.25963272
22.40487051 -74.72397386 78.01057936 -1.27949082
273.19304760 -970.86798022 1008.57279176 -1.29649866
-25.38353022 95.56679693 98.88041404 1.83041227
-11.85318828 47.03603852 48.50656648 1.81765859
-7.62803673 31.76384964 32.66694183 1.80648159
-5.57444905 24.25600333 24.88831412 1.79669118
-4.36496667 19.77587222 20.25186550 1.78803503
-3.57068381 16.78798326 17.16351260 1.78036622
-3.01082653 14.64698030 14.95323070 1.77353184
-2.59707859 13.03430362 13.29051873 1.76747016
-2.27899239 11.77111144 11.98969853 1.76203915
-2.02736898 10.75385629 10.94329247 1.75713412
-1.82479472 9.91401215 10.08055121 1.75282116
-1.65750489 9.20956641 9.35753364 1.74886644
-1.51788421 8.60802689 8.74082945 1.74533565
-1.39948337 8.08877729 8.20895071 1.74211576
-1.29926124 7.63353156 7.74331220 1.73938521
-1.21145942 7.23167267 7.33244322 1.73677645
-1.13565658 6.87518074 6.96834457 1.73450018
-1.06865568 6.55530813 6.64184384 1.73239620
-1.00933030 6.26651738 6.34728192 1.73049196
-0.95714259 6.00372940 6.07954674 1.72889057
-0.90998469 5.76437637 5.83576105 1.72736774
-0.86836658 5.54607335 5.61364322 1.72610857
-0.83072514 5.34465074 5.40882573 1.72499362
-0.79604576 5.15770696 5.21877667 1.72392904
-0.76498319 4.98523214 5.04358392 1.72305850
-0.73648498 4.82476403 4.88065140 1.72227386
-0.71148262 4.67541150 4.72923674 1.72181312
-0.69072280 4.53816572 4.59042984 1.72184018
-0.66281596 4.40149748 4.45112402 1.72026201
-0.64363301 4.27873625 4.32687501 1.72010284
-0.62491751 4.16283953 4.20948392 1.71980176
-0.60770862 4.05288138 4.09818951 1.71963232
-0.59140657 3.95006947 3.99409696 1.71941296
-0.57691297 3.85145158 3.89442009 1.71948191
-0.56392327 3.75799593 3.80007143 1.71974454
-0.54999178 3.66924242 3.71023326 1.71958110
-0.53784417 3.58561991 3.62573392 1.71968660
-0.52641632 3.50474052 3.54405422 1.71988307
-0.51563909 3.42829162 3.46685262 1.72008430
-0.50586992 3.35546821 3.39338640 1.72042933
-0.49589552 3.28573003 3.32294059 1.72058982
-0.48704386 3.21856369 3.25520567 1.72098026
-0.47889316 3.15435610 3.19050169 1.72146538
-0.47099330 3.09289774 3.12855416 1.72191751
-0.46394251 3.03340789 3.06868149 1.72256455
-0.45579355 2.97701949 3.01170929 1.72272057
-0.44980039 2.92221356 2.95662856 1.72352223
-0.44314961 2.86954400 2.90356063 1.72401797
-0.43741423 2.81876792 2.85250483 1.72474764
-0.43119111 2.77019335 2.80355078 1.72521102
-0.42659622 2.72343845 2.75664675 1.72617261
-0.42135052 2.67738500 2.71033701 1.72689000
-0.41631173 2.63366289 2.66636376 1.72757240
-0.41140027 2.59085081 2.62331053 1.72827122
-0.40734946 2.54934402 2.58168328 1.72924292
-0.40480342 2.51053822 2.54296440 1.73066205
-0.39578594 2.47124600 2.50273916 1.72960411
-0.39314375 2.43322585 2.46478194 1.73098501
-0.38944277 2.39819909 2.42961408 1.73178074
-0.38589899 2.36294021 2.39424403 1.73268027
-0.38258189 2.32848104 2.35970186 1.73364663
-0.37937822 2.29573051 2.32686623 1.73457002
-0.37640836 2.26330851 2.29439506 1.73559689
-0.37325156 2.23218513 2.26317635 1.73647704
-0.37056377 2.20241211 2.23336889 1.73748865
-0.36709749 2.17239353 2.20319182 1.73819785
-0.36513527 2.14313311 2.17401547 1.73955046
-0.36242201 2.11555850 2.14637776 1.74046202
-0.35945620 2.08793513 2.11865095 1.74128380
-0.35774523 2.06164070 2.09244929 1.74261001
-0.35558433 2.03609364 2.06691014 1.74369312
-0.35266854 2.01029994 2.04099998 1.74445997
-0.35056585 1.98606329 2.01676568 1.74550959
-0.34837592 1.96156353 1.99225934 1.74656472
-0.34627341 1.93813111 1.96882134 1.74759447
-0.34472719 1.91521102 1.94598820 1.74888381
-0.34267601 1.89270000 1.92347086 1.74990750
-0.34075734 1.87093399 1.90171227 1.75095379
-0.33947187 1.84996292 1.88085192 1.75227926
-0.33758548 1.82919787 1.86008838 1.75329666
-0.33584063 1.80860326 1.83952023 1.75439576
-0.33467956 1.78833404 1.81938150 1.75580228
-0.33292800 1.76880984 1.79986924 1.75684116
-0.33197168 1.74978028 1.78099304 1.75828987
-0.32782774 1.73221046 1.76295891 1.75783816
-0.32750532 1.71340778 1.74442712 1.75966089
-0.32678529 1.69582674 1.72702546 1.76116261
-0.32532878 1.67789821 1.70914634 1.76231067
-0.32378958 1.66080937 1.69207785 1.76334002
-0.32269086 1.64385075 1.67522377 1.76463341
-0.32166949 1.62650768 1.65801040 1.76604382
-0.32049793 1.61081906 1.64239367 1.76719728
-0.31918885 1.59505544 1.62667864 1.76829904
-0.31857672 1.57985412 1.61165448 1.76977739
-0.31746037 1.56447572 1.59636003 1.77099613
-0.31619373 1.54939447 1.58132909 1.77210772
-0.31531333 1.53432928 1.56639358 1.77348013
-0.31395434 1.52003658 1.55212065 1.77447614
-0.31332281 1.50610028 1.53834626 1.77590656
-0.31256446 1.49168814 1.52408335 1.77734542
-0.31092357 1.47881283 1.51114554 1.77803000
-0.31051500 1.46529827 1.49783797 1.77961952
-0.30951415 1.45214917 1.48476807 1.78079602
-0.30839736 1.43870213 1.47138463 1.78195881
-0.30798384 1.42658823 1.45945470 1.78342147
-0.30706685 1.41428621 1.44723721 1.78459593
-0.30562711 1.40162241 1.43455684 1.78548818
-0.30537982 1.38920007 1.42236903 1.78717896
-0.30464066 1.37778186 1.41105945 1.78840467
-0.30397732 1.36595598 1.39937056 1.78976631
-0.30343378 1.35429137 1.38786785 1.79120973
-0.30266677 1.34285678 1.37654331 1.79248214
-0.30058993 1.33381492 1.36726609 1.79245440
-0.30137345 1.32135420 1.35528701 1.79503968
-0.30027796 1.31059007 1.34454943 1.79602555
-0.30040538 1.29982422 1.33408635 1.79792088
-0.29954619 1.28996228 1.32428494 1.79896564
-0.29887864 1.27910100 1.31355541 1.80034093
-0.29830327 1.26887037 1.30346341 1.80169696
-0.29739913 1.25927930 1.29392063 1.80271311
-0.29714504 1.24938844 1.28423777 1.80429074
-0.29619899 1.23949503 1.27439467 1.80536478
-0.29667000 1.23060112 1.26585631 1.80735969
-0.29530630 1.22090171 1.25610780 1.80811398
-0.29509513 1.21123589 1.24666496 1.80977212
-0.29468172 1.20256572 1.23814443 1.81110527
-0.29413449 1.19392973 1.22962730 1.81234457
-0.29335232 1.18496497 1.22073648 1.81347911
-0.29287817 1.17573680 1.21166607 1.81492946
-0.29259417 1.16765658 1.20375796 1.81632304
-0.29219137 1.15859316 1.19486983 1.81783978
-0.29133634 1.15026804 1.18658899 1.81885676
-0.29156256 1.14157121 1.17821626 1.82085519
-0.29081372 1.13400247 1.17069818 1.82183530
-0.29061697 1.12601022 1.16290896 1.82337865
-0.29023259 1.11790454 1.15496559 1.82481027
-0.28959722 1.11050501 1.14764451 1.82589462
-0.28907153 1.10268554 1.13994638 1.82717933
-0.28870154 1.09544848 1.13285302 1.82848338
-0.28832949 1.08734841 1.12492686 1.82999859
-0.28755176 1.08182520 1.11938902 1.83059168
-0.28772187 1.07297039 1.11087773 1.83278729
-0.28664299 1.06637385 1.10422705 1.83339084
-0.28694559 1.05878015 1.09697456 1.83545421
-0.28666484 1.05143537 1.08981331 1.83696848
-0.28642140 1.04453346 1.08309158 1.83842783
-0.28624218 1.03805823 1.07680057 1.83985755
-0.28566828 1.03106176 1.06990407 1.84107877
-0.28477639 1.02412370 1.06298022 1.84201291
-0.28494011 1.01753906 1.05668189 1.84383162
-0.28482800 1.01127854 1.05062423 1.84533570
-0.28428299 1.00456444 1.04401463 1.84657669
-0.28436245 0.99794380 1.03766749 1.84838772
-0.28415037 0.99145386 1.03136909 1.84991438
-0.28348957 0.98569059 1.02564725 1.85084316
-0.28335665 0.97942655 1.01959176 1.85241599
-0.28351479 0.97349783 1.01394214 1.85419082
-0.28317972 0.96783327 1.00841063 1.85544249
-0.28254436 0.96176702 1.00241066 1.85653358
-0.28227416 0.95558954 0.99640859 1.85802089
-0.28216912 0.95023948 0.99124895 1.85944826
-0.28218524 0.94414940 0.98541696 1.86122321
-0.28196257 0.93910178 0.98051774 1.86247979
-0.28167512 0.93298709 0.97457980 1.86400153
-0.28149959 0.92753199 0.96930780 1.86545474
-0.28118832 0.92202247 0.96394622 1.86680563
-0.28065979 0.91641435 0.95842850 1.86798503
-0.28103450 0.91139646 0.95374205 1.86990137
-0.28069579 0.90726024 0.94969009 1.87084392
-0.27978067 0.90034530 0.94281434 1.87208444
-0.27991967 0.89571797 0.93843791 1.87368914
-0.27943116 0.88998491 0.93282095 1.87502251
-0.27925430 0.88505067 0.92806123 1.87643334
-0.27853368 0.87999575 0.92302412 1.87733668
-0.27847102 0.87493953 0.91818587 1.87893335
-0.27867384 0.87001539 0.91355673 1.88077962
-0.27863378 0.86540114 0.90915121 1.88228586
-0.27824202 0.86012882 0.90401339 1.88366077
-0.27787664 0.85566249 0.89965200 1.88480235
-0.27760276 0.85090544 0.89504377 1.88615293
-0.27770118 0.84645166 0.89084138 1.88780859
-0.27738430 0.84141966 0.88596224 1.88923928
-0.27765298 0.83723681 0.88207519 1.89101324
-0.27764595 0.83246421 0.87754426 1.89271756
-0.27698190 0.82779574 0.87290593 1.89368802
-0.27742335 0.82356728 0.86903784 1.89571367
-0.27669033 0.81885145 0.86433515 1.89665170
-0.27664993 0.81527125 0.86093113 1.89793847
-0.27632053 0.81063865 0.85643917 1.89931242
-0.27638544 0.80602076 0.85209060 1.90113306
-0.27557057 0.80123164 0.84729646 1.90205669
-0.27560453 0.79821060 0.84445131 1.90325826
-0.27557406 0.79345260 0.83994529 1.90507274
-0.27562874 0.78921615 0.83596251 1.90679719
-0.27561030 0.78549247 0.83244187 1.90825116
-0.27530961 0.78175769 0.82881872 1.90940075
-0.27613685 0.77793253 0.82548809 1.91188519
-0.27520365 0.77285671 0.82039292 1.91288287
-0.27499795 0.76911033 0.81679530 1.91418425
-0.27467849 0.76586355 0.81363090 1.91515804
-0.27496501 0.76184203 0.80994385 1.91716726
-0.27435059 0.75806639 0.80618416 1.91804032
-0.27411661 0.75378291 0.80207767 1.91958342
-0.27368825 0.75033593 0.79869222 1.92055434
-0.27415829 0.74654571 0.79529445 1.92274269
-0.27385530 0.74348449 0.79231680 1.92371561
-0.27400462 0.73944192 0.78857649 1.92566518
-0.27425467 0.73560046 0.78506284 1.92766407
-0.27318371 0.73201527 0.78132944 1.92798271
-0.27356627 0.72856284 0.77823024 1.92999436
-0.27332579 0.72471286 0.77454227 1.93145100
-0.27393340 0.72147048 0.77172480 1.93367033
-0.27265063 0.71779605 0.76783431 1.93380714
-0.27318513 0.71475867 0.76518630 1.93586966
-0.27240210 0.71102532 0.76141967 1.93665956
-0.27283922 0.70783158 0.75859527 1.93870383
-0.27288523 0.70443874 0.75544708 1.94037597
-0.27236413 0.70094858 0.75200474 1.94140629
-0.27243227 0.69774046 0.74904012 1.94304232
-0.27283539 0.69474211 0.74639517 1.94500647
-0.27228099 0.69154106 0.74321328 1.94588653
-0.27270290 0.68800358 0.74007824 1.94816812
-0.27193852 0.68450082 0.73654051 1.94895572
-0.27217988 0.68204991 0.73435275 1.95049341
-0.27244877 0.67831385 0.73098427 1.95272939
-0.27124360 0.67531880 0.72775585 1.95272660
-0.27124441 0.67250913 0.72514968 1.95417176
-0.27150386 0.66893743 0.72193603 1.95635564
-0.27173448 0.66614718 0.71943845 1.95811123
-0.27109727 0.66326034 0.71652495 1.95880954
-0.27163977 0.66002854 0.71374073 1.96122628
-0.27136749 0.65716620 0.71099067 1.96240433
-0.27099251 0.65426899 0.70817007 1.96347639
-0.27105875 0.65162649 0.70575487 1.96499589
-0.27121219 0.64840203 0.70283799 1.96695947
-0.27081032 0.64596847 0.70043807 1.96777086
